Node_ID,Node_Type,Name,Ancestor_Count,Descendant_Count,Root_Flag,Leaf_Flag,Impact_Class
DEP-015,DEPENDENCY,Variational gravity,0,0,ROOT,LEAF,LOW
DEP-016,DEPENDENCY,Matter/gauge/quantum sectors,0,0,ROOT,LEAF,LOW
DEP-017,DEPENDENCY,Persistence sector,0,0,ROOT,LEAF,LOW
DEP-018,DEPENDENCY,Horizon selector,0,0,ROOT,LEAF,LOW
DEP-019,DEPENDENCY,Horizon projector,0,0,ROOT,LEAF,LOW
DEP-020,DEPENDENCY,Localized heat trace,0,0,ROOT,LEAF,LOW
DEP-021,DEPENDENCY,Area,0,0,ROOT,LEAF,LOW
DEP-022,DEPENDENCY,Information count,0,0,ROOT,LEAF,LOW
DEP-023,DEPENDENCY,Cutoff ratio,0,0,ROOT,LEAF,LOW
DEP-024,DEPENDENCY,Physical cutoff,0,0,ROOT,LEAF,LOW
DEP-025,DEPENDENCY,Vacuum density,0,0,ROOT,LEAF,LOW
DEP-026,DEPENDENCY,Cosmological constant,0,0,ROOT,LEAF,LOW
DEP-027,DEPENDENCY,Friedmann,0,0,ROOT,LEAF,LOW
DEP-028,DEPENDENCY,Scale factor,0,0,ROOT,LEAF,LOW
DEP-029,DEPENDENCY,Absolute scale anchor,0,0,ROOT,LEAF,LOW
DEP-030,DEPENDENCY,Spectral dynamics,0,0,ROOT,LEAF,LOW
GAP-001,GAP,What must exist for any physically observable universe to exist at all?,0,0,ROOT,LEAF,LOW
GAP-002,GAP,What is the minimum ontological commitment required to formulate a fundamental physical theory?,0,0,ROOT,LEAF,LOW
GAP-003,GAP,"Which entities or structures are genuinely fundamental, and which are emergent descriptions?",0,0,ROOT,LEAF,LOW
GAP-004,GAP,Can the fundamental theory be formulated without presupposing spacetime?,0,0,ROOT,LEAF,LOW
GAP-005,GAP,Can it be formulated without presupposing time?,0,0,ROOT,LEAF,LOW
GAP-006,GAP,"Can it be formulated without presupposing matter, particles, fields, or quantum states?",0,0,ROOT,LEAF,LOW
GAP-007,GAP,"Does the theory require an underlying substrate, or can physical reality be defined entirely relationally?",0,0,ROOT,LEAF,LOW
GAP-008,GAP,What distinguishes physical existence from mathematical possibility?,0,0,ROOT,LEAF,LOW
GAP-009,GAP,What determines which mathematically possible structures are physically realized?,0,0,ROOT,LEAF,LOW
GAP-010,GAP,"Does the theory need to explain why something exists, or is existence itself a legitimate primitive?",0,0,ROOT,LEAF,LOW
GAP-011,GAP,What organizational process is occurring at the deepest physically meaningful level?,0,0,ROOT,LEAF,LOW
GAP-012,GAP,"What changes, and what remains invariant, during that process?",0,0,ROOT,LEAF,LOW
GAP-013,GAP,What relationships are necessary for the process to occur?,0,0,ROOT,LEAF,LOW
GAP-014,GAP,What structures can participate in the process?,0,0,ROOT,LEAF,LOW
GAP-015,GAP,What structures can emerge from the process without being fundamental assumptions?,0,0,ROOT,LEAF,LOW
GAP-016,GAP,Is there one universal organizational process underlying apparently different physical phenomena?,0,0,ROOT,LEAF,LOW
GAP-017,GAP,"If multiple processes exist, what relates them?",0,0,ROOT,LEAF,LOW
GAP-018,GAP,Can the fundamental process be expressed independently of any particular mathematical representation?,0,0,ROOT,LEAF,LOW
GAP-019,GAP,What distinguishes a physical process from an arbitrary mathematical transformation?,0,0,ROOT,LEAF,LOW
GAP-020,GAP,"Does the fundamental process possess a natural notion of composition, succession, or interaction without presupposing time?",0,0,ROOT,LEAF,LOW
GAP-021,GAP,"What quantities, relationships, or structures must remain invariant under fundamental physical transformations?",0,0,ROOT,LEAF,LOW
GAP-022,GAP,Which invariants are representation-independent?,0,0,ROOT,LEAF,LOW
GAP-023,GAP,Which invariants are merely artifacts of a particular mathematical description?,0,0,ROOT,LEAF,LOW
GAP-024,GAP,Can conservation laws be derived from deeper invariance principles?,0,0,ROOT,LEAF,LOW
GAP-025,GAP,Can symmetries be derived rather than assumed?,0,0,ROOT,LEAF,LOW
GAP-026,GAP,Can gauge invariance be derived from deeper structure?,0,0,ROOT,LEAF,LOW
GAP-027,GAP,Can Lorentz invariance be derived rather than postulated?,0,0,ROOT,LEAF,LOW
GAP-028,GAP,Can unitarity be derived rather than assumed?,0,0,ROOT,LEAF,LOW
GAP-029,GAP,Can locality or an appropriate replacement for locality be derived?,0,0,ROOT,LEAF,LOW
GAP-030,GAP,What is the smallest set of fundamental invariants from which known physical laws can emerge?,0,0,ROOT,LEAF,LOW
GAP-031,GAP,What is the fundamental notion of physical transformation?,0,0,ROOT,LEAF,LOW
GAP-032,GAP,What determines which transformations are physically admissible?,0,0,ROOT,LEAF,LOW
GAP-033,GAP,What determines the dynamics of the fundamental system?,0,0,ROOT,LEAF,LOW
GAP-034,GAP,Can the fundamental dynamics be expressed without a background spacetime?,0,0,ROOT,LEAF,LOW
GAP-035,GAP,Can dynamics exist without a primitive time parameter?,0,0,ROOT,LEAF,LOW
GAP-036,GAP,Can temporal evolution emerge from a deeper transformation structure?,0,0,ROOT,LEAF,LOW
GAP-037,GAP,What mathematical object generates fundamental dynamics?,0,0,ROOT,LEAF,LOW
GAP-038,GAP,"Does the theory require an action principle, Hamiltonian structure, path integral, transition operator, category, algebra, or something more fundamental?",0,0,ROOT,LEAF,LOW
GAP-039,GAP,Can apparently different dynamical laws be derived as different limits of one fundamental law?,0,0,ROOT,LEAF,LOW
GAP-040,GAP,"What determines the arrow of time, if time itself is emergent?",0,0,ROOT,LEAF,LOW
GAP-041,GAP,Is spacetime fundamental or emergent?,0,0,ROOT,LEAF,LOW
GAP-042,GAP,"If spacetime is emergent, what underlying structure generates it?",0,0,ROOT,LEAF,LOW
GAP-043,GAP,What mechanism produces dimensionality?,0,0,ROOT,LEAF,LOW
GAP-044,GAP,Why does effective spacetime have approximately 3+1 dimensions?,0,0,ROOT,LEAF,LOW
GAP-045,GAP,Can locality emerge from a nonlocal or pre-geometric structure?,0,0,ROOT,LEAF,LOW
GAP-046,GAP,Can causal structure emerge without assuming causality at the fundamental level?,0,0,ROOT,LEAF,LOW
GAP-047,GAP,Can metric structure emerge from more primitive relationships?,0,0,ROOT,LEAF,LOW
GAP-048,GAP,Can curvature emerge from organizational or relational structure?,0,0,ROOT,LEAF,LOW
GAP-049,GAP,Can the Einstein field equations emerge from the deeper theory?,0,0,ROOT,LEAF,LOW
GAP-050,GAP,Under what limit does the fundamental theory reproduce General Relativity?,0,0,ROOT,LEAF,LOW
GAP-051,GAP,Why is nature quantum mechanical?,0,0,ROOT,LEAF,LOW
GAP-052,GAP,Can the Hilbert-space structure of quantum theory be derived?,0,0,ROOT,LEAF,LOW
GAP-053,GAP,Can complex amplitudes be derived?,0,0,ROOT,LEAF,LOW
GAP-054,GAP,Can superposition be derived?,0,0,ROOT,LEAF,LOW
GAP-055,GAP,Can entanglement be derived?,0,0,ROOT,LEAF,LOW
GAP-056,GAP,Can the Born rule be derived?,0,0,ROOT,LEAF,LOW
GAP-057,GAP,Can quantum probabilities be derived rather than assumed?,0,0,ROOT,LEAF,LOW
GAP-058,GAP,Can unitarity emerge from deeper dynamics?,0,0,ROOT,LEAF,LOW
GAP-059,GAP,Can measurement and classical definiteness emerge from the fundamental theory?,0,0,ROOT,LEAF,LOW
GAP-060,GAP,Does quantum mechanics represent a fundamental level of reality or an effective preservation architecture?,0,0,ROOT,LEAF,LOW
GAP-061,GAP,What is gravity fundamentally?,0,0,ROOT,LEAF,LOW
GAP-062,GAP,"Is gravity a fundamental interaction, emergent geometry, collective phenomenon, or something else?",0,0,ROOT,LEAF,LOW
GAP-063,GAP,Why does gravitational interaction correspond to spacetime geometry in General Relativity?,0,0,ROOT,LEAF,LOW
GAP-064,GAP,Can the equivalence principle be derived?,0,0,ROOT,LEAF,LOW
GAP-065,GAP,Can gravitational dynamics emerge from the same structure responsible for quantum behavior?,0,0,ROOT,LEAF,LOW
GAP-066,GAP,Can black-hole entropy be derived from the underlying degrees of freedom?,0,0,ROOT,LEAF,LOW
GAP-067,GAP,Can black-hole thermodynamics be derived?,0,0,ROOT,LEAF,LOW
GAP-068,GAP,Can the Bekenstein-Hawking entropy formula be derived?,0,0,ROOT,LEAF,LOW
GAP-069,GAP,Can Hawking radiation be recovered?,0,0,ROOT,LEAF,LOW
GAP-070,GAP,Can the black-hole information problem be resolved without adding ad hoc assumptions?,0,0,ROOT,LEAF,LOW
GAP-071,GAP,Can the Standard Model gauge structure be derived?,0,0,ROOT,LEAF,LOW
GAP-072,GAP,Why is the gauge group SU(3)xSU(2)xU(1) the structure realized by nature?,0,0,ROOT,LEAF,LOW
GAP-073,GAP,Can gauge symmetries emerge from deeper principles?,0,0,ROOT,LEAF,LOW
GAP-074,GAP,Can the observed particle representations be derived?,0,0,ROOT,LEAF,LOW
GAP-075,GAP,Can the number of particle generations be derived?,0,0,ROOT,LEAF,LOW
GAP-076,GAP,Can fermionic statistics be derived?,0,0,ROOT,LEAF,LOW
GAP-077,GAP,Can chirality be derived?,0,0,ROOT,LEAF,LOW
GAP-078,GAP,Can the Higgs mechanism be derived?,0,0,ROOT,LEAF,LOW
GAP-079,GAP,Can electroweak symmetry breaking be derived?,0,0,ROOT,LEAF,LOW
GAP-080,GAP,Can the strong interaction and confinement be derived?,0,0,ROOT,LEAF,LOW
GAP-081,GAP,Can neutrino masses and mixing be derived?,0,0,ROOT,LEAF,LOW
GAP-082,GAP,Can the absence or presence of additional particles be predicted?,0,0,ROOT,LEAF,LOW
GAP-083,GAP,Why do the fundamental dimensionless constants have their observed values?,0,0,ROOT,LEAF,LOW
GAP-084,GAP,Which constants are genuinely fundamental?,0,0,ROOT,LEAF,LOW
GAP-085,GAP,Which parameters can be derived from deeper structure?,0,0,ROOT,LEAF,LOW
GAP-086,GAP,Can the fine-structure constant be predicted?,0,0,ROOT,LEAF,LOW
GAP-087,GAP,Can particle mass ratios be predicted?,0,0,ROOT,LEAF,LOW
GAP-088,GAP,Can gauge couplings be predicted?,0,0,ROOT,LEAF,LOW
GAP-089,GAP,Can the cosmological constant be predicted?,0,0,ROOT,LEAF,LOW
GAP-090,GAP,Can the number of free parameters in fundamental physics be reduced to zero or to a uniquely determined set?,0,0,ROOT,LEAF,LOW
GAP-091,GAP,"If parameters cannot be derived, what determines their allowed values?",0,0,ROOT,LEAF,LOW
GAP-092,GAP,Are quantum mechanics and General Relativity different manifestations of one underlying structure?,0,0,ROOT,LEAF,LOW
GAP-093,GAP,Do gauge interactions and gravity arise from a common mathematical structure?,0,0,ROOT,LEAF,LOW
GAP-094,GAP,Can matter and geometry emerge from the same underlying degrees of freedom?,0,0,ROOT,LEAF,LOW
GAP-095,GAP,Can forces be understood as different manifestations of one organizational mechanism?,0,0,ROOT,LEAF,LOW
GAP-096,GAP,Can apparently different mathematical descriptions be translated into a common preservation architecture?,0,0,ROOT,LEAF,LOW
GAP-097,GAP,What mathematical equivalences connect currently separate theories?,0,0,ROOT,LEAF,LOW
GAP-098,GAP,"Which differences between existing theories are physical, and which are representational?",0,0,ROOT,LEAF,LOW
GAP-099,GAP,What is the minimal common structure capable of reproducing all established fundamental theories?,0,0,ROOT,LEAF,LOW
GAP-100,GAP,"Does a genuinely unified theory require a single mathematical language, or can fundamentally different mathematical representations describe the same underlying structure?",0,0,ROOT,LEAF,LOW
GAP-101,GAP,Is the fundamental theory mathematically well-defined?,0,0,ROOT,LEAF,LOW
GAP-102,GAP,Does it possess a well-defined state space or equivalent fundamental structure?,0,0,ROOT,LEAF,LOW
GAP-103,GAP,Are its dynamics well-defined?,0,0,ROOT,LEAF,LOW
GAP-104,GAP,Is the theory internally consistent?,0,0,ROOT,LEAF,LOW
GAP-105,GAP,Does it contain anomalies?,0,0,ROOT,LEAF,LOW
GAP-106,GAP,Does it preserve unitarity?,0,0,ROOT,LEAF,LOW
GAP-107,GAP,Does it preserve appropriate causality?,0,0,ROOT,LEAF,LOW
GAP-108,GAP,Does it possess a sensible continuum limit?,0,0,ROOT,LEAF,LOW
GAP-109,GAP,Does it possess a sensible classical limit?,0,0,ROOT,LEAF,LOW
GAP-110,GAP,Does it reproduce ordinary quantum field theory where QFT is known to work?,0,0,ROOT,LEAF,LOW
GAP-111,GAP,Does it reproduce General Relativity where GR is known to work?,0,0,ROOT,LEAF,LOW
GAP-112,GAP,Does it avoid mathematical structures that have no physically meaningful interpretation?,0,0,ROOT,LEAF,LOW
GAP-113,GAP,What is the precise limit in which the theory becomes quantum mechanics?,0,0,ROOT,LEAF,LOW
GAP-114,GAP,What is the precise limit in which it becomes quantum field theory?,0,0,ROOT,LEAF,LOW
GAP-115,GAP,What is the precise limit in which it becomes General Relativity?,0,0,ROOT,LEAF,LOW
GAP-116,GAP,What is the precise limit in which it becomes classical mechanics?,0,0,ROOT,LEAF,LOW
GAP-117,GAP,What is the precise limit in which it becomes thermodynamics?,0,0,ROOT,LEAF,LOW
GAP-118,GAP,What is the precise limit in which it becomes statistical mechanics?,0,0,ROOT,LEAF,LOW
GAP-119,GAP,Can all successful existing theories be recovered without independently inserting their fundamental assumptions?,0,0,ROOT,LEAF,LOW
GAP-120,GAP,Which assumptions of established physics become theorems of the deeper theory?,0,0,ROOT,LEAF,LOW
GAP-121,GAP,How does microscopic structure produce macroscopic physics?,0,0,ROOT,LEAF,LOW
GAP-122,GAP,What survives coarse-graining?,0,0,ROOT,LEAF,LOW
GAP-123,GAP,Can renormalization-group behavior emerge from the fundamental theory?,0,0,ROOT,LEAF,LOW
GAP-124,GAP,Can universality classes be derived?,0,0,ROOT,LEAF,LOW
GAP-125,GAP,Why do very different microscopic systems produce the same effective laws?,0,0,ROOT,LEAF,LOW
GAP-126,GAP,Which physical laws are fixed-point structures?,0,0,ROOT,LEAF,LOW
GAP-127,GAP,"Which quantities are relevant, irrelevant, or marginal at fundamental scales?",0,0,ROOT,LEAF,LOW
GAP-128,GAP,"Can spacetime, particles, fields, and forces all be effective large-scale organizational structures?",0,0,ROOT,LEAF,LOW
GAP-129,GAP,"Is information fundamental, emergent, or merely representational?",0,0,ROOT,LEAF,LOW
GAP-130,GAP,What physical structure corresponds to information?,0,0,ROOT,LEAF,LOW
GAP-131,GAP,Can entropy be derived from deeper organizational structure?,0,0,ROOT,LEAF,LOW
GAP-132,GAP,Can the second law of thermodynamics be derived?,0,0,ROOT,LEAF,LOW
GAP-133,GAP,Why does entropy increase in the observed direction of time?,0,0,ROOT,LEAF,LOW
GAP-134,GAP,Can black-hole entropy and ordinary thermodynamic entropy be understood through the same mechanism?,0,0,ROOT,LEAF,LOW
GAP-135,GAP,Can quantum entanglement entropy generate geometric structure?,0,0,ROOT,LEAF,LOW
GAP-136,GAP,"Is there a universal relationship between information, geometry, and physical organization?",0,0,ROOT,LEAF,LOW
GAP-137,GAP,Can the existence and properties of the early universe be derived?,0,0,ROOT,LEAF,LOW
GAP-138,GAP,Why does the universe possess the observed large-scale structure?,0,0,ROOT,LEAF,LOW
GAP-139,GAP,"Can inflation be derived, replaced, or shown unnecessary?",0,0,ROOT,LEAF,LOW
GAP-140,GAP,Can the cosmological constant be explained?,0,0,ROOT,LEAF,LOW
GAP-141,GAP,Can dark matter be derived as an emergent phenomenon or predicted as fundamental matter?,0,0,ROOT,LEAF,LOW
GAP-142,GAP,Can dark energy be derived?,0,0,ROOT,LEAF,LOW
GAP-143,GAP,Why is the universe approximately homogeneous and isotropic at large scales?,0,0,ROOT,LEAF,LOW
GAP-144,GAP,What determines the initial conditions of the universe?,0,0,ROOT,LEAF,LOW
GAP-145,GAP,Does the fundamental theory require an initial state at all?,0,0,ROOT,LEAF,LOW
GAP-146,GAP,Can the apparent beginning of time emerge from a deeper timeless description?,0,0,ROOT,LEAF,LOW
GAP-147,GAP,Why does this universe rather than another mathematically possible universe exist?,0,0,ROOT,LEAF,LOW
GAP-148,GAP,Does the fundamental theory admit multiple consistent solutions?,0,0,ROOT,LEAF,LOW
GAP-149,GAP,"If so, what selects the physical solution?",0,0,ROOT,LEAF,LOW
GAP-150,GAP,Are physical constants uniquely determined?,0,0,ROOT,LEAF,LOW
GAP-151,GAP,Are the laws of physics uniquely determined?,0,0,ROOT,LEAF,LOW
GAP-152,GAP,Does mathematical consistency alone select the observed universe?,0,0,ROOT,LEAF,LOW
GAP-153,GAP,"If not, what additional physical principle performs the selection?",0,0,ROOT,LEAF,LOW
GAP-154,GAP,"Can anthropic reasoning be avoided, derived, or rigorously constrained?",0,0,ROOT,LEAF,LOW
GAP-155,GAP,What does the theory predict that existing theories do not?,0,0,ROOT,LEAF,LOW
GAP-156,GAP,Which prediction is experimentally distinguishable?,0,0,ROOT,LEAF,LOW
GAP-157,GAP,What observable quantity differs from Standard Model + GR predictions?,0,0,ROOT,LEAF,LOW
GAP-158,GAP,"At what energy, distance, time, or precision should the difference appear?",0,0,ROOT,LEAF,LOW
GAP-159,GAP,What experiment could falsify the theory?,0,0,ROOT,LEAF,LOW
GAP-160,GAP,What observation would conclusively rule out the theory?,0,0,ROOT,LEAF,LOW
GAP-161,GAP,"Does the theory make risky predictions, or merely accommodate existing observations?",0,0,ROOT,LEAF,LOW
GAP-162,GAP,Are its free parameters fitted or genuinely predicted?,0,0,ROOT,LEAF,LOW
GAP-163,GAP,Can two competing theories produce the same observational consequences?,0,0,ROOT,LEAF,LOW
GAP-164,GAP,"If so, what additional observation distinguishes them?",0,0,ROOT,LEAF,LOW
EQ-001,EQUATION,NCG::1,0,0,ROOT,LEAF,LOW
EQ-002,EQUATION,NCG::2,0,0,ROOT,LEAF,LOW
EQ-003,EQUATION,NCG::3,0,0,ROOT,LEAF,LOW
EQ-004,EQUATION,NCG::4,0,0,ROOT,LEAF,LOW
EQ-005,EQUATION,NCG::5,0,0,ROOT,LEAF,LOW
EQ-006,EQUATION,NCG::6,0,0,ROOT,LEAF,LOW
EQ-007,EQUATION,NCG::7,0,0,ROOT,LEAF,LOW
EQ-008,EQUATION,NCG::8,0,0,ROOT,LEAF,LOW
EQ-009,EQUATION,NCG::9,0,0,ROOT,LEAF,LOW
EQ-010,EQUATION,NCG::10,0,0,ROOT,LEAF,LOW
EQ-011,EQUATION,NCG::11,0,0,ROOT,LEAF,LOW
EQ-012,EQUATION,NCG::12,0,0,ROOT,LEAF,LOW
EQ-013,EQUATION,NCG::13,0,0,ROOT,LEAF,LOW
EQ-014,EQUATION,NCG::14,0,0,ROOT,LEAF,LOW
EQ-015,EQUATION,NCG::15,0,0,ROOT,LEAF,LOW
EQ-016,EQUATION,NCG::16,0,0,ROOT,LEAF,LOW
EQ-017,EQUATION,NCG::17,0,0,ROOT,LEAF,LOW
EQ-018,EQUATION,NCG::18,0,0,ROOT,LEAF,LOW
EQ-019,EQUATION,NCG::19,0,0,ROOT,LEAF,LOW
EQ-020,EQUATION,NCG::20,0,0,ROOT,LEAF,LOW
EQ-021,EQUATION,NCG::21,0,0,ROOT,LEAF,LOW
EQ-022,EQUATION,NCG::22,0,0,ROOT,LEAF,LOW
EQ-023,EQUATION,NCG::23,0,0,ROOT,LEAF,LOW
EQ-024,EQUATION,NCG::24,0,0,ROOT,LEAF,LOW
EQ-025,EQUATION,NCG::25,0,0,ROOT,LEAF,LOW
EQ-026,EQUATION,NCG::26,0,0,ROOT,LEAF,LOW
EQ-027,EQUATION,NCG::27,0,0,ROOT,LEAF,LOW
EQ-028,EQUATION,NCG::28,0,0,ROOT,LEAF,LOW
EQ-029,EQUATION,NCG::29,0,0,ROOT,LEAF,LOW
EQ-030,EQUATION,NCG::30,0,0,ROOT,LEAF,LOW
EQ-031,EQUATION,NCG::31,0,0,ROOT,LEAF,LOW
EQ-032,EQUATION,NCG::32,0,0,ROOT,LEAF,LOW
EQ-033,EQUATION,NCG::33,0,0,ROOT,LEAF,LOW
EQ-034,EQUATION,NCG::34,0,0,ROOT,LEAF,LOW
EQ-035,EQUATION,NCG::35,0,0,ROOT,LEAF,LOW
EQ-036,EQUATION,NCG::36,0,0,ROOT,LEAF,LOW
EQ-037,EQUATION,Spectral Graph::1,0,0,ROOT,LEAF,LOW
EQ-038,EQUATION,Spectral Graph::2,0,0,ROOT,LEAF,LOW
EQ-039,EQUATION,Spectral Graph::3,0,0,ROOT,LEAF,LOW
EQ-040,EQUATION,Spectral Graph::4,0,0,ROOT,LEAF,LOW
EQ-041,EQUATION,Spectral Graph::5,0,0,ROOT,LEAF,LOW
EQ-042,EQUATION,Spectral Graph::6,0,0,ROOT,LEAF,LOW
EQ-043,EQUATION,Spectral Graph::7,0,0,ROOT,LEAF,LOW
EQ-044,EQUATION,Spectral Graph::8,0,0,ROOT,LEAF,LOW
EQ-045,EQUATION,Spectral Graph::9,0,0,ROOT,LEAF,LOW
EQ-046,EQUATION,Spectral Graph::10,0,0,ROOT,LEAF,LOW
EQ-047,EQUATION,Spectral Graph::11,0,0,ROOT,LEAF,LOW
EQ-048,EQUATION,Spectral Graph::12,0,0,ROOT,LEAF,LOW
EQ-049,EQUATION,Spectral Graph::13,0,0,ROOT,LEAF,LOW
EQ-050,EQUATION,Spectral Graph::14,0,0,ROOT,LEAF,LOW
EQ-051,EQUATION,Spectral Graph::15,0,0,ROOT,LEAF,LOW
EQ-052,EQUATION,Spectral Graph::16,0,0,ROOT,LEAF,LOW
EQ-053,EQUATION,Spectral Graph::17,0,0,ROOT,LEAF,LOW
EQ-054,EQUATION,Spectral Graph::18,0,0,ROOT,LEAF,LOW
EQ-055,EQUATION,Spectral Graph::19,0,0,ROOT,LEAF,LOW
EQ-056,EQUATION,Spectral Graph::20,0,0,ROOT,LEAF,LOW
EQ-057,EQUATION,Spectral Graph::21,0,0,ROOT,LEAF,LOW
EQ-058,EQUATION,Spectral Graph::22,0,0,ROOT,LEAF,LOW
EQ-059,EQUATION,Spectral Graph::23,0,0,ROOT,LEAF,LOW
EQ-060,EQUATION,Spectral Graph::24,0,0,ROOT,LEAF,LOW
EQ-061,EQUATION,Spectral Graph::25,0,0,ROOT,LEAF,LOW
EQ-062,EQUATION,Emergent Geometry::1,0,0,ROOT,LEAF,LOW
EQ-063,EQUATION,Emergent Geometry::2,0,0,ROOT,LEAF,LOW
EQ-064,EQUATION,Emergent Geometry::3,0,0,ROOT,LEAF,LOW
EQ-065,EQUATION,Emergent Geometry::4,0,0,ROOT,LEAF,LOW
EQ-066,EQUATION,Emergent Geometry::5,0,0,ROOT,LEAF,LOW
EQ-067,EQUATION,Emergent Geometry::6,0,0,ROOT,LEAF,LOW
EQ-068,EQUATION,Emergent Geometry::7,0,0,ROOT,LEAF,LOW
EQ-069,EQUATION,Emergent Geometry::8,0,0,ROOT,LEAF,LOW
EQ-070,EQUATION,Emergent Geometry::9,0,0,ROOT,LEAF,LOW
EQ-071,EQUATION,Emergent Geometry::10,0,0,ROOT,LEAF,LOW
EQ-072,EQUATION,Emergent Geometry::11,0,0,ROOT,LEAF,LOW
EQ-073,EQUATION,Emergent Geometry::12,0,0,ROOT,LEAF,LOW
EQ-074,EQUATION,Emergent Geometry::13,0,0,ROOT,LEAF,LOW
EQ-075,EQUATION,Emergent Geometry::14,0,0,ROOT,LEAF,LOW
EQ-076,EQUATION,Persistence::1,0,0,ROOT,LEAF,LOW
EQ-077,EQUATION,Persistence::2,0,0,ROOT,LEAF,LOW
EQ-078,EQUATION,Persistence::3,0,0,ROOT,LEAF,LOW
EQ-079,EQUATION,Persistence::4,0,0,ROOT,LEAF,LOW
EQ-080,EQUATION,Persistence::5,0,0,ROOT,LEAF,LOW
EQ-081,EQUATION,Persistence::6,0,0,ROOT,LEAF,LOW
EQ-082,EQUATION,Persistence::7,0,0,ROOT,LEAF,LOW
EQ-083,EQUATION,Persistence::8,0,0,ROOT,LEAF,LOW
EQ-084,EQUATION,Persistence::9,0,0,ROOT,LEAF,LOW
EQ-085,EQUATION,Persistence::10,0,0,ROOT,LEAF,LOW
EQ-086,EQUATION,Persistence::11,0,0,ROOT,LEAF,LOW
EQ-087,EQUATION,Persistence::12,0,0,ROOT,LEAF,LOW
EQ-088,EQUATION,Persistence::13,0,0,ROOT,LEAF,LOW
EQ-089,EQUATION,Curvature::1,0,0,ROOT,LEAF,LOW
EQ-090,EQUATION,Curvature::2,0,0,ROOT,LEAF,LOW
EQ-091,EQUATION,Curvature::3,0,0,ROOT,LEAF,LOW
EQ-092,EQUATION,Curvature::4,0,0,ROOT,LEAF,LOW
EQ-093,EQUATION,Curvature::5,0,0,ROOT,LEAF,LOW
EQ-094,EQUATION,Curvature::6,0,0,ROOT,LEAF,LOW
EQ-095,EQUATION,Curvature::7,0,0,ROOT,LEAF,LOW
EQ-096,EQUATION,Curvature::8,0,0,ROOT,LEAF,LOW
EQ-097,EQUATION,Curvature::9,0,0,ROOT,LEAF,LOW
EQ-098,EQUATION,Curvature::10,0,0,ROOT,LEAF,LOW
EQ-099,EQUATION,Curvature::11,0,0,ROOT,LEAF,LOW
EQ-100,EQUATION,Curvature::12,0,0,ROOT,LEAF,LOW
EQ-101,EQUATION,Classical Physics::1,0,0,ROOT,LEAF,LOW
EQ-102,EQUATION,Classical Physics::2,0,0,ROOT,LEAF,LOW
EQ-103,EQUATION,Classical Physics::3,0,0,ROOT,LEAF,LOW
EQ-104,EQUATION,Classical Physics::4,0,0,ROOT,LEAF,LOW
EQ-105,EQUATION,Classical Physics::5,0,0,ROOT,LEAF,LOW
EQ-106,EQUATION,Classical Physics::6,0,0,ROOT,LEAF,LOW
EQ-107,EQUATION,Classical Physics::7,0,0,ROOT,LEAF,LOW
EQ-108,EQUATION,Classical Physics::8,0,0,ROOT,LEAF,LOW
EQ-109,EQUATION,Classical Physics::9,0,0,ROOT,LEAF,LOW
EQ-110,EQUATION,Classical Physics::10,0,0,ROOT,LEAF,LOW
EQ-111,EQUATION,Classical Physics::11,0,0,ROOT,LEAF,LOW
EQ-112,EQUATION,Classical Physics::12,0,0,ROOT,LEAF,LOW
EQ-113,EQUATION,Classical Physics::13,0,0,ROOT,LEAF,LOW
EQ-114,EQUATION,QM / Thermodynamics::1,0,0,ROOT,LEAF,LOW
EQ-115,EQUATION,QM / Thermodynamics::2,0,0,ROOT,LEAF,LOW
EQ-116,EQUATION,QM / Thermodynamics::3,0,0,ROOT,LEAF,LOW
EQ-117,EQUATION,QM / Thermodynamics::4,0,0,ROOT,LEAF,LOW
EQ-118,EQUATION,QM / Thermodynamics::5,0,0,ROOT,LEAF,LOW
EQ-119,EQUATION,QM / Thermodynamics::6,0,0,ROOT,LEAF,LOW
EQ-120,EQUATION,QM / Thermodynamics::7,0,0,ROOT,LEAF,LOW
EQ-121,EQUATION,QM / Thermodynamics::8,0,0,ROOT,LEAF,LOW
EQ-122,EQUATION,QM / Thermodynamics::9,0,0,ROOT,LEAF,LOW
EQ-123,EQUATION,QM / Thermodynamics::10,0,0,ROOT,LEAF,LOW
EQ-124,EQUATION,Lagrangian / Hamiltonian::1,0,0,ROOT,LEAF,LOW
EQ-125,EQUATION,Lagrangian / Hamiltonian::2,0,0,ROOT,LEAF,LOW
EQ-126,EQUATION,Lagrangian / Hamiltonian::3,0,0,ROOT,LEAF,LOW
EQ-127,EQUATION,Lagrangian / Hamiltonian::4,0,0,ROOT,LEAF,LOW
EQ-128,EQUATION,Lagrangian / Hamiltonian::5,0,0,ROOT,LEAF,LOW
EQ-129,EQUATION,Lagrangian / Hamiltonian::6,0,0,ROOT,LEAF,LOW
EQ-130,EQUATION,Lagrangian / Hamiltonian::7,0,0,ROOT,LEAF,LOW
EQ-131,EQUATION,Lagrangian / Hamiltonian::8,0,0,ROOT,LEAF,LOW
EQ-132,EQUATION,Organizational Dynamics::1,0,0,ROOT,LEAF,LOW
EQ-133,EQUATION,Organizational Dynamics::2,0,0,ROOT,LEAF,LOW
EQ-134,EQUATION,Organizational Dynamics::3,0,0,ROOT,LEAF,LOW
EQ-135,EQUATION,Organizational Dynamics::4,0,0,ROOT,LEAF,LOW
